"";"ID";"value_mortgage";"value_nonmortgage"
"4098";"262-12-8096";0;11524
"4099";"165-26-2862";461629;4604
"4100";"800-33-2597";0;7488
"4101";"865-44-9636";0;6465
"4102";"258-28-6549";0;7418
"4103";"191-82-7563";0;14323
"4104";"431-81-2868";0;6532
"4105";"987-86-5792";0;22057
"4106";"420-47-8940";168392;5555
"4107";"120-49-4856";0;17725
"4108";"910-94-3884";0;16608
"4109";"419-25-4988";0;5606
"4110";"817-16-1738";0;33824
"4111";"774-42-3947";0;1812
"4112";"355-61-9326";0;12713
"4113";"538-41-8458";605401;10670
"4114";"622-83-9474";308375;6021
"4115";"502-14-2464";0;3666
"4116";"648-87-4348";0;6258
"4117";"669-81-2860";0;3700
"4118";"828-76-9951";0;5673
"4119";"595-90-2278";0;1715
"4120";"479-10-2234";0;3445
"4121";"612-67-7694";504403;13107
"4122";"923-16-6901";0;9192
"4123";"668-26-5732";0;4943
"4124";"191-96-5645";267319;6585
"4125";"587-52-8112";0;14709
"4126";"280-45-7835";0;4393
"4127";"303-68-2396";0;7333
"4128";"631-80-1312";0;7923
"4129";"793-62-2353";0;2460
"4130";"963-80-7511";784052;8281
"4131";"988-26-5798";0;15940
"4132";"579-85-9163";465855;1476
"4133";"194-53-7015";0;14951
"4134";"764-92-3482";0;16206
"4135";"238-97-4766";0;5696
"4136";"593-17-2977";0;8825
"4137";"867-43-9830";0;13997
"4138";"534-14-2735";0;16494
"4139";"165-31-7042";0;6179
"4140";"489-84-4494";504781;6551
"4141";"670-61-4166";0;1304
"4142";"398-40-3617";0;20241
"4143";"572-50-1739";517960;24625
"4144";"962-19-1726";0;32198
"4145";"303-51-1065";0;12932
"4146";"360-18-6417";0;9303
"4147";"368-78-6450";0;8493
"4148";"115-41-4135";594939;3435
"4149";"182-58-5142";0;2900
"4150";"174-28-4011";0;3353
"4151";"781-54-6820";0;5851
"4152";"216-95-3288";601850;7422
"4153";"439-50-5059";315580;11086
"4154";"212-85-4002";0;10807
"4155";"224-84-8499";491037;10522
"4156";"772-69-4368";0;13281
"4157";"208-43-1576";0;9217
"4158";"280-72-9007";0;7474
"4159";"624-21-3231";0;1590
"4160";"185-98-4930";0;11540
"4161";"831-37-7314";246123;11481
"4162";"143-41-3527";141193;3373
"4163";"822-74-7749";962365;17595
"4164";"664-55-5121";0;16497
"4165";"999-98-9312";1102066;9631
"4166";"825-54-7823";0;8099
"4167";"132-27-3875";0;16971
"4168";"539-82-3226";0;8631
"4169";"773-29-5454";0;12300
"4170";"734-37-9468";0;17832
"4171";"260-60-3192";657202;29088
"4172";"269-31-4883";409357;3977
"4173";"114-42-6448";265017;5520
"4174";"280-79-6528";0;7341
"4175";"269-34-1645";0;2409
"4176";"722-39-1444";0;5832
"4177";"588-15-5674";0;6124
"4178";"640-52-4993";0;1695
"4179";"306-19-3549";956397;4832
"4180";"947-49-8761";0;3407
"4181";"498-67-5061";385078;6512
"4182";"165-10-4420";0;6710
"4183";"355-16-7599";0;33856
"4184";"661-93-2296";0;17060
"4185";"782-91-7671";228428;14698
"4186";"852-31-2744";0;17218
"4187";"999-25-2056";488377;15156
"4188";"217-85-2965";0;4080
"4189";"740-43-9742";398363;8663
"4190";"448-38-6846";0;21357
"4191";"631-55-5847";0;16352
"4192";"368-69-2090";0;7695
"4193";"155-30-5394";0;3789
"4194";"752-58-2315";510393;3786
"4195";"808-92-5644";640332;5585
"4196";"550-95-4725";213149;9461
"4197";"632-50-5538";0;10100
"4198";"953-34-5262";0;15048
"4199";"778-37-8608";0;23103
"4200";"340-13-4651";0;6481
"4201";"702-74-3110";0;5760
"4202";"453-48-5537";0;8484
"4203";"916-27-7159";0;20096
"4204";"444-20-3606";0;7115
"4205";"401-65-9451";661643;5507
"4206";"988-34-5775";0;12083
"4207";"240-25-9012";478683;9716
"4208";"471-67-9263";0;14186
"4209";"271-89-9136";0;5657
"4210";"663-74-3117";0;12390
"4211";"655-66-3590";368568;3252
"4212";"772-17-7716";600125;29292
"4213";"793-38-7270";613470;1694
"4214";"157-31-9436";1830299;4291
"4215";"383-14-7146";478349;5555
"4216";"188-39-5447";0;21667
"4217";"143-93-9853";178285;28744
"4218";"979-46-4668";587111;4692
"4219";"901-26-6956";590776;10489
"4220";"924-74-7317";0;2970
"4221";"661-85-6235";0;4311
"4222";"278-65-8628";625060;26173
"4223";"522-54-8783";0;6620
"4224";"140-49-3597";0;9913
"4225";"275-59-4052";0;1856
"4226";"288-76-9354";0;4998
"4227";"224-83-5926";0;12973
"4228";"680-13-1103";0;5971
"4229";"361-54-6495";0;16324
"4230";"604-66-8008";0;6434
"4231";"443-28-8690";318213;4707
"4232";"593-96-1461";0;16475
"4233";"629-92-6152";0;3678
"4234";"266-89-7022";0;18838
"4235";"576-34-9111";0;4347
"4236";"516-80-3684";0;3946
"4237";"386-23-4430";0;3959
"4238";"353-99-9098";119576;7201
"4239";"979-97-9068";413464;1658
"4240";"561-79-5424";507879;14697
"4241";"618-89-5514";0;4907
"4242";"457-90-2536";400977;12193
"4243";"374-94-6556";0;15216
"4244";"227-74-8090";0;8972
"4245";"733-40-8489";0;5924
"4246";"142-44-4318";0;5378
"4247";"529-90-7681";0;28223
"4248";"989-23-8756";0;20351
"4249";"926-89-6553";0;4701
"4250";"540-76-7439";0;15926
"4251";"567-44-6632";0;3651
"4252";"817-50-8359";0;2822
"4253";"393-89-3316";0;4966
"4254";"663-95-2257";300625;29086
"4255";"780-72-4477";504101;10165
"4256";"665-58-2012";468605;14996
"4257";"340-89-8522";0;7196
"4258";"620-96-1878";0;4386
"4259";"712-40-3940";0;9106
"4260";"397-16-7793";467369;10757
"4261";"910-53-7825";745646;7500
"4262";"422-38-1862";0;1599
"4263";"858-58-7976";560046;4993
"4264";"439-77-8626";875553;1431
"4265";"859-90-7762";0;6323
"4266";"781-18-5181";0;5006
"4267";"311-91-2594";0;11477
"4268";"143-45-9881";0;9354
"4269";"169-39-1134";874632;7839
"4270";"214-91-9044";0;9695
"4271";"498-93-3047";0;12256
"4272";"605-88-9628";360021;4781
"4273";"452-61-6662";0;694
"4274";"424-36-4006";0;15185
"4275";"192-35-5004";0;8663
"4276";"898-16-5948";464009;24319
"4277";"639-96-1302";0;3486
"4278";"998-64-9665";153628;4907
"4279";"810-41-1109";0;11714
"4280";"652-28-6171";0;15869
"4281";"231-66-4362";1053074;14560
"4282";"134-83-5021";0;1947
"4283";"370-93-6870";0;18352
"4284";"244-96-3255";380779;14675
"4285";"384-37-2789";0;14418
"4286";"940-54-5461";274033;10526
"4287";"330-49-4488";0;6151
"4288";"979-64-9275";344154;11133
"4289";"198-81-8999";0;14399
"4290";"725-75-7716";0;17647
"4291";"820-51-1485";0;3581
"4292";"408-11-2057";0;4742
"4293";"852-58-4340";0;15310
"4294";"227-40-3118";0;19825
"4295";"117-62-8612";300429;2216
"4296";"377-69-5462";0;18636
"4297";"209-52-2923";0;20247
"4298";"952-16-2816";0;15274
"4299";"128-73-5454";0;9273
"4300";"148-54-7668";0;10116
"4301";"930-92-8581";0;2551
"4302";"917-30-5714";0;4911
"4303";"612-99-9883";0;21891
"4304";"829-43-3415";293232;8740
"4305";"555-95-4771";0;7065
"4306";"131-63-8534";0;5094
"4307";"956-64-3717";729983;860
"4308";"711-74-5522";0;28259
"4309";"197-26-3287";0;5394
"4310";"682-29-8166";610426;2258
"4311";"695-31-2270";0;7723
"4312";"645-67-3266";0;13322
"4313";"133-68-2809";0;15790
"4314";"602-28-1451";0;5228
"4315";"606-36-2732";0;3024
"4316";"829-19-5440";636874;21062
"4317";"114-73-5300";749446;12050
"4318";"531-92-7634";0;8121
"4319";"299-52-4026";0;7203
"4320";"823-13-9288";0;8919
"4321";"633-66-4081";0;2584
"4322";"138-25-3499";0;9939
"4323";"325-89-1582";683187;18499
"4324";"208-17-4870";0;7050
"4325";"621-20-3441";696792;3544
"4326";"667-38-4207";0;4219
"4327";"710-66-4881";0;2923
"4328";"451-86-8095";0;2314
"4329";"310-77-2758";396561;14160
"4330";"551-47-4908";0;7889
"4331";"957-23-4127";165050;12315
"4332";"278-75-1231";0;8954
"4333";"835-18-1164";0;6318
"4334";"508-95-9352";759887;7449
"4335";"901-53-1947";0;11199
"4336";"414-70-3409";0;4733
"4337";"988-17-1677";466646;2748
"4338";"347-30-8990";495091;10886
"4339";"650-32-4866";174899;12359
"4340";"597-16-4583";202660;13178
"4341";"364-39-5707";0;10783
"4342";"555-69-6991";289587;6729
"4343";"790-32-1381";571546;28091
"4344";"503-31-6647";639455;12914
"4345";"301-37-9324";0;13065
"4346";"146-14-7930";0;24657
"4347";"191-67-3317";0;7992
"4348";"248-33-6655";0;16762
"4349";"200-19-2025";0;10117
"4350";"494-86-6843";0;8625
"4351";"832-81-5841";689415;17353
"4352";"262-40-6724";0;19600
"4353";"426-38-2233";0;14287
"4354";"613-68-2762";0;17462
"4355";"302-23-7255";302431;15077
"4356";"109-97-2934";0;17652
"4357";"441-33-1535";373371;2621
"4358";"473-92-5229";462218;3295
"4359";"382-14-6200";0;7026
"4360";"642-48-5379";243101;23277
"4361";"664-47-4653";0;7904
"4362";"153-44-8630";0;3905
"4363";"762-22-1424";0;3223
"4364";"693-92-4653";1041984;1351
"4365";"135-27-9221";0;9103
"4366";"815-46-1066";0;8179
"4367";"539-91-6549";0;3508
"4368";"276-51-8787";266488;20921
"4369";"748-62-6156";0;11635
"4370";"301-62-2344";343793;16569
"4371";"323-22-8081";406896;14476
"4372";"916-95-1801";0;1985
"4373";"787-28-2504";0;7993
"4374";"529-22-7341";0;551
"4375";"999-26-7275";0;15690
"4376";"691-79-7239";0;25312
"4377";"550-38-1999";0;12146
"4378";"620-21-3739";0;16165
"4379";"196-70-9846";347234;5735
"4380";"738-77-5100";0;1491
"4381";"818-97-9363";527840;1980
"4382";"927-95-9846";0;17340
"4383";"359-79-9742";304945;15172
"4384";"448-53-9209";644335;7798
"4385";"964-33-3348";0;3519
"4386";"185-47-3700";0;6906
"4387";"421-40-1922";0;2086
"4388";"415-52-9798";0;8607
"4389";"889-42-7935";0;12447
"4390";"964-62-4256";0;18736
"4391";"843-43-6824";0;13297
"4392";"163-67-1274";0;3847
"4393";"868-94-7018";0;13042
"4394";"503-56-6678";465949;10402
"4395";"420-12-9899";0;9684
"4396";"479-17-5666";0;26963
"4397";"861-16-9666";0;2984
"4398";"879-45-5392";0;21961
"4399";"455-69-6048";0;2791
"4400";"694-32-4664";0;18287
"4401";"835-80-6707";299751;4537
"4402";"170-79-2134";0;16681
"4403";"295-38-5119";324068;5459
"4404";"436-29-9799";0;3870
"4405";"493-83-6400";359477;4789
"4406";"199-94-3266";0;13957
"4407";"114-34-3434";0;6683
"4408";"859-92-7207";0;38451
"4409";"262-54-8585";0;19147
"4410";"202-13-6117";481741;7932
"4411";"886-13-4420";0;11773
"4412";"111-54-6037";707399;5150
"4413";"291-43-1971";0;17508
"4414";"792-85-7940";0;13438
"4415";"104-21-5958";0;7218
"4416";"619-14-7938";375166;984
"4417";"695-91-1411";0;9691
"4418";"576-85-9478";303775;1189
"4419";"714-32-2351";0;7389
"4420";"667-42-9151";0;21604
"4421";"238-72-4168";612626;4266
"4422";"478-34-6525";0;9117
"4423";"528-51-3031";263290;24092
"4424";"870-34-4430";339478;10928
"4425";"382-35-5573";0;20246
"4426";"891-88-6166";0;13052
"4427";"749-96-5159";0;20036
"4428";"836-18-7737";0;22133
"4429";"206-98-5948";0;12070
"4430";"316-63-4757";0;2650
"4431";"887-32-9599";200714;3149
"4432";"844-67-9252";0;17346
"4433";"927-79-6405";399329;3901
"4434";"921-12-5241";0;14034
"4435";"219-33-9449";0;8384
"4436";"157-45-4814";0;20259
"4437";"719-95-4837";0;4216
"4438";"360-58-3421";222621;35687
"4439";"869-95-8784";385776;18011
"4440";"745-61-9969";425061;2095
"4441";"139-91-4420";284541;2227
"4442";"347-14-1576";0;34433
"4443";"799-83-1735";0;19426
"4444";"625-49-7778";0;15753
"4445";"203-25-5988";0;16071
"4446";"278-89-7236";0;7035
"4447";"668-14-3576";0;2471
"4448";"737-86-3572";0;7545
"4449";"257-36-1195";0;22378
"4450";"505-40-6375";0;7250
"4451";"686-33-3040";1055773;2551
"4452";"138-58-4705";0;8257
"4453";"311-87-4257";0;2845
"4454";"467-57-7872";425720;22200
"4455";"822-44-2942";813194;17316
"4456";"772-28-2206";0;5978
"4457";"639-22-7974";0;2526
"4458";"233-24-5973";429384;2590
"4459";"345-94-6095";0;4993
"4460";"315-90-1402";0;10902
"4461";"540-48-6381";159697;3529
"4462";"461-22-4309";0;7990
"4463";"448-34-5770";0;8114
"4464";"956-73-3417";0;5534
"4465";"132-15-8896";404837;5106
"4466";"704-42-9918";0;2904
"4467";"279-26-5525";0;2778
"4468";"113-65-3716";423028;11625
"4469";"818-90-6349";0;9265
"4470";"205-59-6131";0;4074
"4471";"660-55-1943";0;3923
"4472";"776-89-6143";0;16011
"4473";"573-91-4663";0;5187
"4474";"333-46-7733";0;8136
"4475";"942-19-8493";393561;6247
"4476";"960-87-9546";0;11132
"4477";"765-83-5718";0;14997
"4478";"999-59-4334";361608;16600
"4479";"813-93-6568";0;5903
"4480";"104-50-6168";0;6071
"4481";"242-82-2939";0;2683
"4482";"421-47-5288";392536;8730
"4483";"399-95-2160";0;9368
"4484";"918-84-6070";0;11383
"4485";"549-97-7173";0;6339
"4486";"623-26-6009";0;7634
"4487";"439-22-7461";0;12708
"4488";"918-95-2173";0;5061
"4489";"522-33-2858";0;5284
"4490";"332-90-9651";0;3236
"4491";"863-94-8809";298960;27482
"4492";"844-44-9937";0;16599
"4493";"894-33-9092";0;11264
"4494";"821-29-3052";319237;5516
"4495";"387-32-9246";0;4700
"4496";"778-59-9300";0;9163
"4497";"298-30-7572";847214;8735
"4498";"307-62-5913";0;1770
"4499";"217-28-3554";243442;5423
"4500";"552-29-8644";127282;5632
"4501";"358-94-8863";0;13276
"4502";"877-10-7160";422050;5408
"4503";"678-65-5266";0;7492
"4504";"725-10-4381";0;10314
"4505";"877-37-3591";756355;6258
"4506";"192-56-6828";618695;11818
"4507";"858-89-1471";0;12461
"4508";"478-48-9315";0;9685
"4509";"145-47-7328";0;15589
"4510";"701-43-4351";0;29967
"4511";"295-85-2136";0;1878
"4512";"774-17-3692";0;4678
"4513";"184-82-6738";741158;10555
"4514";"653-18-4622";646796;26896
"4515";"978-92-2949";558448;10352
"4516";"791-27-5839";801954;18034
"4517";"684-58-4510";0;7027
"4518";"600-57-2847";934212;5318
"4519";"325-52-2729";0;7430
"4520";"777-82-3246";347282;7799
"4521";"353-11-2513";453978;16855
"4522";"219-17-7536";0;104
"4523";"985-12-7199";0;8129
"4524";"491-29-3632";323621;9601
"4525";"543-59-9862";0;7698
"4526";"315-82-9588";0;6395
"4527";"761-33-1368";323114;6001
"4528";"675-43-9180";257091;8059
"4529";"257-21-7348";0;1543
"4530";"268-49-8263";0;8557
"4531";"749-78-1365";0;8904
"4532";"184-24-2407";539029;25908
"4533";"415-36-9499";0;1202
"4534";"966-63-5611";0;3805
"4535";"274-11-3149";0;3180
"4536";"312-30-7459";0;3958
"4537";"467-55-1826";0;16647
"4538";"319-60-9902";393839;4843
"4539";"542-51-9961";0;9742
"4540";"266-31-5092";208466;2626
"4541";"817-86-8203";695075;1462
"4542";"536-62-8637";0;6682
"4543";"115-25-4053";0;15703
"4544";"560-64-6924";326588;13906
"4545";"911-46-4729";485954;7756
"4546";"586-76-3295";0;7210
"4547";"151-59-7672";0;7940
"4548";"730-60-3747";544342;22419
"4549";"321-19-5196";0;10650
"4550";"207-97-3957";0;14911
"4551";"335-82-8173";0;18002
"4552";"342-83-9858";0;2316
"4553";"843-58-8231";211696;37170
"4554";"684-57-4764";0;5051
"4555";"282-73-6488";0;9787
"4556";"252-52-9355";0;3095
"4557";"115-12-6319";0;10185
"4558";"181-94-6391";0;9096
"4559";"491-29-5471";0;14839
"4560";"538-73-3962";0;4454
"4561";"146-64-5222";0;1674
"4562";"778-15-4562";0;13761
"4563";"506-74-8315";175379;17655
"4564";"864-96-1541";0;7888
"4565";"948-41-8465";0;4039
"4566";"678-39-8585";0;9373
"4567";"673-57-1768";573683;14763
"4568";"688-12-4884";0;8646
"4569";"385-22-4700";0;681
"4570";"253-38-7130";535395;6846
"4571";"181-41-3636";0;5263
"4572";"237-87-4114";0;22782
"4573";"546-15-8037";398656;2014
"4574";"832-57-6886";536643;5600
"4575";"849-24-7187";0;21706
"4576";"710-53-8893";0;15847
"4577";"964-53-5004";708800;4413
"4578";"269-55-8637";0;5239
"4579";"982-98-2907";0;21979
"4580";"517-50-2866";476053;5544
"4581";"794-25-2859";0;7109
"4582";"772-10-4256";0;6634
"4583";"670-35-1229";0;2524
"4584";"710-30-1571";0;5222
"4585";"733-49-8456";0;9014
"4586";"405-68-7024";0;11717
"4587";"705-12-1755";0;5861
"4588";"574-64-3427";294868;14607
"4589";"943-27-3510";0;7786
"4590";"391-64-3241";0;6508
"4591";"487-46-6808";0;4541
"4592";"407-60-4528";0;8167
"4593";"831-72-7092";0;18310
"4594";"950-74-7409";0;12621
"4595";"583-46-3507";0;14099
"4596";"823-35-2494";544821;1618
"4597";"625-71-3271";423200;1833
"4598";"925-25-2165";0;10374
"4599";"902-86-5694";471658;7195
"4600";"380-46-1988";0;16336
"4601";"466-88-4163";0;4093
"4602";"861-10-1311";0;6219
"4603";"215-86-3321";0;7795
"4604";"814-91-3566";0;3152
"4605";"511-53-7770";0;6035
"4606";"600-45-7274";0;4855
"4607";"866-27-6388";449781;19082
"4608";"585-49-4706";0;7192
"4609";"684-98-5062";122194;6305
"4610";"790-90-3363";448408;17514
"4611";"570-84-1994";0;17130
"4612";"927-30-5654";0;8497
"4613";"945-97-3132";0;4472
"4614";"756-39-3942";464397;3719
"4615";"839-80-8217";0;33629
"4616";"643-68-3879";0;5648
"4617";"706-91-2850";269737;8399
"4618";"194-82-9138";565979;9792
"4619";"991-87-4138";0;4948
"4620";"865-80-5551";0;4291
"4621";"454-18-5434";360335;11007
"4622";"873-91-5361";0;7046
"4623";"956-26-7315";765360;2924
"4624";"391-50-8096";0;9707
"4625";"480-26-3218";0;5675
"4626";"462-66-1769";524456;5045
"4627";"857-12-6873";1077587;475
"4628";"858-99-7753";0;5436
"4629";"778-92-5066";497351;9776
"4630";"146-83-4127";0;15980
"4631";"327-56-6758";0;12251
"4632";"739-86-7831";0;15978
"4633";"112-76-7369";0;3309
"4634";"131-64-2402";0;2533
"4635";"728-80-2689";0;10044
"4636";"591-42-9841";0;6464
"4637";"938-20-2668";0;4744
"4638";"881-93-5895";0;6082
"4639";"135-92-7986";0;13638
"4640";"257-30-6342";0;13576
"4641";"168-35-6634";0;5179
"4642";"245-47-3558";0;17992
"4643";"983-50-4955";0;15011
"4644";"722-51-4645";514184;3078
"4645";"794-55-7118";0;34732
"4646";"977-31-9803";0;8684
"4647";"825-51-9441";0;9278
"4648";"447-78-8245";0;5120
"4649";"152-56-6855";0;9720
"4650";"445-79-5394";0;20438
"4651";"709-32-2587";1137382;15358
"4652";"838-93-7150";0;7264
"4653";"868-76-2105";0;14363
"4654";"882-22-7898";0;7492
"4655";"305-56-5738";0;2118
"4656";"767-33-8590";220941;12373
"4657";"141-78-5949";0;17483
"4658";"152-29-8612";499957;3416
"4659";"545-88-1167";0;5745
"4660";"905-89-2309";686798;2695
"4661";"488-42-1060";0;10350
"4662";"326-19-2624";0;16206
"4663";"207-85-6275";0;19378
"4664";"925-13-3414";0;10070
"4665";"507-82-2119";0;10403
"4666";"621-24-7857";0;7265
"4667";"482-86-6976";0;1535
"4668";"803-62-6041";0;18866
"4669";"552-91-8046";544271;5534
"4670";"384-62-6043";553941;698
"4671";"897-97-4454";0;2122
"4672";"700-95-4473";0;11239
"4673";"758-98-4069";739022;8203
"4674";"898-14-4899";0;7933
"4675";"301-33-6589";0;27085
"4676";"109-35-3426";0;7588
"4677";"409-43-4932";0;2807
"4678";"101-38-5899";0;12945
"4679";"274-66-9786";549902;8822
"4680";"602-58-8608";0;11610
"4681";"248-17-1005";0;11017
"4682";"715-43-9041";0;7946
"4683";"390-44-6240";0;7751
"4684";"386-71-1372";425776;1928
"4685";"251-32-4959";0;994
"4686";"178-49-6183";0;3880
"4687";"910-77-6667";0;7370
"4688";"387-42-3252";0;9378
"4689";"896-98-8999";169962;2757
"4690";"204-13-1279";0;23020
"4691";"422-33-7912";0;11533
"4692";"198-72-8487";0;11112
"4693";"676-97-1522";568570;29579
"4694";"963-71-6941";0;2346
"4695";"101-31-7035";0;10218
"4696";"786-76-6456";0;13643
"4697";"222-97-1571";0;6360
"4698";"406-69-2304";0;10399
"4699";"434-35-9176";1223011;9759
"4700";"422-85-9723";0;36444
"4701";"216-36-6703";0;10143
"4702";"799-89-5562";497655;23917
"4703";"517-18-1198";576895;8541
"4704";"728-34-7238";0;1411
"4705";"352-70-8269";0;11294
"4706";"462-27-8154";232152;15052
"4707";"860-88-7297";0;13330
"4708";"395-95-8475";0;6351
"4709";"332-69-7475";338808;1730
"4710";"195-47-2018";0;4969
"4711";"131-23-4463";0;7232
"4712";"315-93-3160";0;19313
"4713";"807-49-3906";0;11192
"4714";"324-23-2743";492703;3038
"4715";"335-84-6818";303390;2092
"4716";"350-87-1716";0;2679
"4717";"661-56-6660";0;5006
"4718";"897-60-5931";949606;5595
"4719";"686-11-7447";0;4050
"4720";"727-62-7674";0;18382
"4721";"110-79-3645";0;11553
"4722";"537-45-3777";0;5694
"4723";"565-69-6191";0;4989
"4724";"652-44-9022";0;8694
"4725";"820-98-5407";319786;21644
"4726";"560-99-8575";0;2214
"4727";"839-11-8949";0;1181
"4728";"632-14-6005";0;1788
"4729";"301-51-2412";0;30395
"4730";"639-33-8249";0;5175
"4731";"150-46-9212";253726;17287
"4732";"682-46-7198";0;8399
"4733";"339-84-4170";182099;4406
"4734";"549-95-9307";0;23480
"4735";"506-32-5353";1027110;18767
"4736";"592-40-7706";0;13089
"4737";"542-68-3691";242918;1407
"4738";"262-32-8571";264443;8792
"4739";"590-80-3727";0;19992
"4740";"159-40-9797";0;6224
"4741";"409-40-2939";706973;10286
"4742";"864-52-6634";0;6258
"4743";"906-15-4340";0;4275
"4744";"532-45-5088";816105;12022
"4745";"323-77-6735";0;10838
"4746";"371-72-8903";111853;7447
"4747";"165-48-8834";389257;31778
"4748";"104-29-7877";0;5313
"4749";"399-75-1142";484111;7168
"4750";"705-25-7383";0;1768
"4751";"193-47-8956";0;2879
"4752";"825-15-3314";0;5459
"4753";"435-47-4957";0;7112
"4754";"982-95-8844";805481;4416
"4755";"555-98-4583";0;6352
"4756";"545-97-4885";0;7212
"4757";"602-83-3142";151018;6770
"4758";"340-77-9433";0;13162
"4759";"848-86-4549";267228;11038
"4760";"391-81-3139";0;10494
"4761";"810-97-7334";0;32338
"4762";"198-46-4052";0;8451
"4763";"600-80-6044";0;7334
"4764";"534-45-3954";0;8918
"4765";"923-11-3891";0;7800
"4766";"991-68-9131";0;11112
"4767";"145-23-6904";0;2811
"4768";"841-37-5989";0;17473
"4769";"712-48-4594";0;21322
"4770";"137-47-8486";0;19250
"4771";"589-39-8086";573070;12198
"4772";"367-10-7993";0;16421
"4773";"555-86-3990";0;1989
"4774";"217-10-5620";0;5320
"4775";"409-10-5912";584278;9043
"4776";"337-84-8123";579809;3727
"4777";"978-66-1643";392325;12913
"4778";"988-91-7843";143777;9111
"4779";"361-63-8558";723650;6556
"4780";"785-88-4143";0;6937
"4781";"283-26-4888";0;6688
"4782";"900-78-3525";0;10799
"4783";"514-52-9100";972902;1275
"4784";"681-84-6147";0;3598
"4785";"342-81-6071";0;3605
"4786";"411-50-6624";0;11179
"4787";"783-57-7066";0;2107
"4788";"318-87-8511";0;3265
"4789";"501-17-7037";499402;10969
"4790";"259-82-1111";0;22918
"4791";"533-52-4520";0;3976
"4792";"118-14-1625";0;4354
"4793";"656-44-7680";463827;6544
"4794";"340-79-2967";0;3494
"4795";"485-67-6447";920392;4957
"4796";"923-50-8492";0;8627
"4797";"443-32-6047";0;15033
"4798";"919-47-5952";0;12632
"4799";"412-52-2170";0;1555
"4800";"455-39-7956";0;7311
"4801";"942-95-3913";375385;6862
"4802";"650-39-6674";410360;5207
"4803";"451-27-3239";0;3654
"4804";"419-17-5374";431351;5123
"4805";"913-33-4569";423276;2474
"4806";"751-12-5080";246906;4249
"4807";"260-10-2204";0;8676
"4808";"803-14-3656";0;17984
"4809";"498-81-9686";0;4457
"4810";"476-70-7315";0;23745
"4811";"650-22-4493";225339;13062
"4812";"852-20-6134";559888;8753
"4813";"780-82-7012";0;11856
"4814";"572-75-6874";0;5403
"4815";"537-52-5041";508431;5228
"4816";"327-56-6642";668954;2365
"4817";"346-15-6213";428513;6624
"4818";"421-95-2083";406852;2881
"4819";"220-12-7868";0;7305
"4820";"545-13-5767";0;18580
"4821";"713-68-1035";0;7111
"4822";"982-66-7223";504834;1946
"4823";"895-98-6843";0;10544
"4824";"525-82-4075";521868;1805
"4825";"561-89-5298";0;2082
"4826";"846-75-9044";0;3765
"4827";"891-67-5330";0;12438
"4828";"745-46-8662";0;9612
"4829";"939-84-1437";0;23397
"4830";"709-85-8865";0;6163
"4831";"499-77-9354";0;1003
"4832";"622-56-5450";0;6324
"4833";"631-18-3922";0;4151
"4834";"241-54-7898";205438;16607
"4835";"231-22-7378";1376702;19527
"4836";"259-95-9082";0;12523
"4837";"128-47-5664";0;7426
"4838";"468-27-2252";368014;2817
"4839";"433-32-6116";0;4132
"4840";"164-56-8899";252218;2122
"4841";"375-45-5058";0;10911
"4842";"968-30-3481";261474;4644
"4843";"374-62-4348";0;18988
"4844";"980-95-8247";0;9602
"4845";"772-66-8506";292200;11550
"4846";"185-61-2560";0;3933
"4847";"530-90-9666";0;18719
"4848";"464-32-6757";0;6200
"4849";"720-44-7339";0;10772
"4850";"509-11-5225";320789;4295
"4851";"189-24-1889";0;314
"4852";"753-80-6592";357309;3213
"4853";"180-39-3807";267129;19942
"4854";"239-69-1727";0;22166
"4855";"318-94-2526";0;2191
"4856";"430-20-6599";489284;4766
"4857";"915-41-4123";0;3891
"4858";"304-61-7079";0;3328
"4859";"933-91-5985";283544;7622
"4860";"374-58-2613";838294;3636
"4861";"870-38-5574";0;13421
"4862";"444-82-3213";0;4991
"4863";"251-23-4637";0;3428
"4864";"710-70-5234";136581;17056
"4865";"407-60-5038";459468;6957
"4866";"546-62-1455";0;6597
"4867";"460-72-4588";0;19221
"4868";"529-83-4242";392333;8182
"4869";"194-82-9332";0;1856
"4870";"391-64-2022";0;11644
"4871";"362-94-8854";741276;2608
"4872";"262-24-7933";0;7994
"4873";"877-46-9232";0;7932
"4874";"570-98-1421";0;2375
"4875";"693-61-9838";0;6432
"4876";"208-42-7504";0;1829
"4877";"742-38-8378";693617;16518
"4878";"884-73-1079";0;2565
"4879";"909-19-6575";727423;10716
"4880";"609-72-7230";476969;12829
"4881";"760-62-1439";0;10974
"4882";"542-54-3733";0;16592
"4883";"854-77-6880";0;5346
"4884";"540-29-9545";0;6488
"4885";"100-10-9506";0;11741
"4886";"480-50-8673";0;11445
"4887";"831-34-7543";0;6462
"4888";"442-56-6277";0;5280
"4889";"350-34-2103";0;6508
"4890";"196-46-8151";0;12667
"4891";"772-34-5407";0;24448
"4892";"347-54-2213";0;4499
"4893";"976-87-4301";0;4113
"4894";"434-93-5782";166840;3653
"4895";"989-92-6845";0;4132
"4896";"441-73-5628";234388;13145
"4897";"162-51-6607";711354;9452
"4898";"498-83-4607";0;15876
"4899";"353-62-3663";0;1583
"4900";"274-77-7978";0;5949
"4901";"110-70-9126";0;15230
"4902";"281-40-6574";0;16703
"4903";"553-22-6412";454645;14908
"4904";"657-27-5781";0;6231
