"";"name";"ID";"agreement_start";"creditcardnr";"default";"date_of_default"
"987";"Thad Bashirian";"342-71-7965";1996-07-13;"8591-7432-6159-3037";0;NA
"988";"Jessie Green";"723-94-9893";1990-07-25;"5768-4816-7526-6210";0;NA
"989";"Alvina Mosciski";"804-88-9227";2003-09-06;"7834-5139-8448-4994";0;NA
"990";"Orlando Streich";"778-89-9795";2003-02-10;"5122-1971-9763-7211";0;NA
"991";"Gayle Koch";"432-88-8218";1997-02-08;"8334-8099-1230-5935";1;"2011-04-29"
"992";"Ara Lockman";"826-28-9408";1995-04-14;"5503-3349-4078-2483";0;NA
"993";"Bobby Haley";"629-65-1689";1993-10-30;"9150-4532-9222-7669";1;"2014-12-18"
"994";"Virgilio Feil";"317-14-6360";1996-09-02;"7824-2794-4582-2767";1;"2010-11-19"
"995";"Dennis Champlin";"580-18-1726";1997-02-18;"4397-6963-2159-6648";0;NA
"996";"Shira Johnston";"663-65-8100";2002-05-03;"8748-3642-3449-6544";0;NA
"997";"Myung King";"251-74-5647";1991-04-27;"9791-8181-3189-3143";0;NA
"998";"Carly Nicolas";"839-85-1392";1990-07-08;"5767-5479-9471-1061";0;NA
"999";"Reid Homenick";"216-33-1334";1993-09-27;"9511-2357-5588-1599";0;NA
"1000";"Shon Rohan";"252-63-6916";1998-08-02;"2026-7052-4249-1415";0;NA
"1001";"Berna Ryan";"572-31-5379";1990-12-26;"8175-4954-6625-8977";1;"2013-04-16"
"1002";"Scotty Bode";"491-29-1305";1999-11-17;"6645-5715-7665-6584";0;NA
"1003";"Stephnie Ebert";"718-23-1196";1999-04-24;"2508-5070-1758-4127";0;NA
"1004";"Will Baumbach";"434-86-5991";2001-12-24;"4269-5038-9061-9100";1;"2014-07-02"
"1005";"Magan Jakubowski";"653-63-8938";1999-03-24;"9569-4282-7654-5817";0;NA
"1006";"Jackson Terry";"886-87-5763";1994-11-24;"5832-9206-4935-5199";0;NA
"1007";"Cary Kuhic";"638-94-8440";1992-07-08;"6010-3717-7192-4248";0;NA
"1008";"Sid Lynch";"812-98-8149";2002-10-17;"9016-4092-4380-1371";0;NA
"1009";"Thad Bernhard";"694-49-3934";1999-09-18;"4126-7458-1854-3328";0;NA
"1010";"My Stark";"998-12-5230";2002-02-24;"3330-7645-7023-6091";0;NA
"1011";"Nicholle Lowe";"415-79-9863";2003-11-04;"7094-8901-2024-8292";0;NA
"1012";"Deangelo Lemke";"760-45-5069";2003-02-06;"8994-6284-6494-4612";1;"2011-12-14"
"1013";"Virgilio Simonis";"297-81-7713";1992-09-15;"1717-9013-7299-2860";0;NA
"1014";"Aundrea Bahringer";"203-73-9791";2003-07-08;"1417-1564-9177-3367";0;NA
"1015";"Hobert Hermiston";"525-40-2706";2002-12-12;"3845-1811-5794-3533";0;NA
"1016";"Arnulfo Hegmann";"964-53-4191";1991-03-13;"4140-9865-5219-1541";0;NA
"1017";"Stanford Schaden";"347-19-5303";2003-04-30;"9706-7834-9317-1247";0;NA
"1018";"Johnnie Corkery";"811-96-4421";1990-04-17;"1868-1163-2862-5595";1;"2007-01-09"
"1019";"Eddie Hamill";"602-49-8320";1999-06-09;"6849-5642-6180-4516";0;NA
"1020";"Isabel Littel";"265-35-5939";2001-07-05;"5578-8383-3940-4551";0;NA
"1021";"Kathleen Baumbach";"170-73-9237";1991-12-25;"1282-2459-6571-7546";1;"2018-01-15"
"1022";"Shad Purdy";"394-40-1657";2000-08-18;"8761-2532-4036-8069";1;"2013-06-23"
"1023";"Curt Quigley";"543-54-3766";2002-02-09;"8576-5923-6435-6687";0;NA
"1024";"Kerri Lubowitz";"498-74-8520";1991-05-23;"5408-8355-7023-7171";1;"2008-06-09"
"1025";"Ted Stokes";"754-60-1583";1994-02-13;"1403-3092-3184-2456";1;"2014-02-19"
"1026";"Palmer Hettinger";"500-54-7648";1996-07-27;"1669-7029-3082-6129";0;NA
"1027";"Thad Haley";"653-59-4474";1998-12-16;"4210-8887-2825-1002";0;NA
"1028";"Mohammed Emmerich";"115-94-4270";1998-07-04;"6487-3407-1551-2378";0;NA
"1029";"Jerome Bayer";"938-67-1083";1994-07-04;"7745-6690-5490-5593";0;NA
"1030";"Duncan Sporer";"304-70-5723";2003-12-16;"6556-5820-8399-5930";0;NA
"1031";"Jammie Dietrich";"328-90-6594";2002-01-23;"7010-5233-7811-1098";0;NA
"1032";"Charisse Feest";"972-64-6027";1992-03-29;"4512-4237-6554-7447";0;NA
"1033";"Galen Okuneva";"558-95-9090";1997-11-03;"5147-1956-3429-9654";0;NA
"1034";"Billie Stiedemann";"764-67-3891";1992-08-14;"4590-4994-3056-6291";0;NA
"1035";"Cornell Zieme";"394-93-7944";2003-09-03;"1581-4213-5438-7103";0;NA
"1036";"Victor Watsica";"867-36-5537";2003-12-22;"8819-1544-7926-9693";0;NA
"1037";"Dee Ebert";"653-66-1530";1996-05-08;"3256-9725-8440-9991";1;"2014-03-04"
"1038";"Frank Kub";"349-85-2025";1996-09-30;"8488-2614-1840-5637";0;NA
"1039";"Kacie Lemke";"202-91-3563";1994-12-17;"7260-7403-1239-7721";0;NA
"1040";"Riley Dietrich";"858-95-5722";2003-02-08;"6833-1519-6246-8768";0;NA
"1041";"Lincoln Hettinger";"333-86-5263";1993-09-08;"4243-3027-7240-6379";1;"2015-04-12"
"1042";"Connie Stokes";"848-27-4944";1998-07-23;"6512-8174-1308-4123";1;"2007-03-03"
"1043";"Von Jenkins";"757-81-2646";1996-04-28;"2722-9651-6189-5893";0;NA
"1044";"Gwenda Wintheiser";"294-50-9664";1996-03-15;"8849-3644-5271-5710";1;"2007-10-11"
"1045";"Adelle Jones";"512-28-7406";1998-12-02;"6095-8292-8872-1455";1;"2013-03-02"
"1046";"Marlin Feil";"964-55-1874";1993-10-11;"6492-7894-7173-9650";0;NA
"1047";"Ignacio Wisozk";"739-80-9884";1990-04-18;"1553-6646-9210-1372";0;NA
"1048";"Omer Bayer";"453-45-1716";1999-01-23;"5737-3631-7178-3152";0;NA
"1049";"Elmo Schneider";"406-40-4687";1992-09-27;"3986-6085-5307-9298";0;NA
"1050";"Devon Nicolas";"286-46-1415";1998-05-20;"4030-3587-8719-4524";0;NA
"1051";"Donn Lynch";"525-50-3043";1993-07-09;"8244-1685-1024-4428";0;NA
"1052";"Leonila Veum";"109-55-8144";1993-09-22;"6175-7263-2304-3276";0;NA
"1053";"Susy Hegmann";"678-19-4920";1995-10-05;"8552-9985-7561-6203";0;NA
"1054";"Troy Sipes";"984-83-4034";2001-11-23;"3141-9684-9864-2417";0;NA
"1055";"Delta Lemke";"304-60-7171";2003-07-30;"9573-4973-8077-7736";0;NA
"1056";"Royce Wiza";"147-69-2274";1997-11-06;"2411-9763-9504-9528";0;NA
"1057";"Arnoldo Goodwin";"990-27-6210";1998-09-13;"7045-7617-3029-5205";0;NA
"1058";"Julia Robel";"810-26-4000";1995-10-13;"8513-8332-2384-8833";0;NA
"1059";"Petrina Schuster";"105-54-9220";1992-07-24;"9434-9444-3729-2175";0;NA
"1060";"Grazyna Fadel";"458-58-7472";1998-04-25;"5647-1524-3162-3133";0;NA
"1061";"Anna Towne";"568-78-2009";1998-12-13;"6644-2911-5769-3207";0;NA
"1062";"Samual Wolff";"493-15-2282";1992-10-29;"1007-6197-9830-4323";0;NA
"1063";"Kami O'Keefe";"511-97-7829";2000-01-08;"8854-7369-5318-2641";0;NA
"1064";"Marco Mosciski";"391-52-1252";2003-06-06;"3808-2542-9154-3580";0;NA
"1065";"Haywood Hettinger";"799-99-8780";2001-05-23;"9804-6285-8570-5180";0;NA
"1066";"Amado Legros";"935-90-4285";1990-05-11;"8495-3170-5581-2552";0;NA
"1067";"Alana Cassin";"693-53-9745";1997-05-05;"1433-7293-7550-7002";0;NA
"1068";"Shelby Stokes";"517-74-9417";2002-07-12;"8242-6456-1240-7541";0;NA
"1069";"Dorsey Gaylord";"832-44-9976";2001-09-18;"5213-2828-1371-1098";0;NA
"1070";"Jani Rolfson";"326-44-7542";1992-06-14;"5833-1924-4408-7656";0;NA
"1071";"Davis Gerlach";"727-30-2594";2001-05-21;"7364-1683-7746-3383";0;NA
"1072";"Adam Jacobi";"185-10-8963";1995-10-16;"5378-6962-9939-5739";0;NA
"1073";"Titus Krajcik";"541-11-8970";1996-12-15;"2649-5475-5768-8024";1;"2011-07-25"
"1074";"Rolf Dickinson";"706-16-9028";1990-09-06;"2540-2925-5181-8064";0;NA
"1075";"Elma O'Kon";"563-41-3280";1991-12-01;"1232-8863-4347-7376";0;NA
"1076";"Courtney Rodriguez";"880-96-6746";1997-03-23;"8396-7577-8913-5604";0;NA
"1077";"Jordon Bogisich";"252-35-5110";1998-06-12;"9224-3947-7918-4662";1;"2019-04-14"
"1078";"Prudence Olson";"737-41-4322";1999-04-28;"7475-6372-8209-9015";0;NA
"1079";"Vonnie Brown";"890-39-5881";1992-01-29;"3463-7556-3976-1114";0;NA
"1080";"Hellen Krajcik";"698-30-5424";2001-11-05;"6309-5386-6838-1246";1;"2009-09-18"
"1081";"Percy Swaniawski";"500-79-4908";1998-10-21;"9325-6726-5913-8151";0;NA
"1082";"Basil Hermann";"519-45-7160";1992-02-11;"4730-8930-5825-7640";0;NA
"1083";"Maryrose Hyatt";"493-53-6828";2001-02-23;"6916-5738-3447-1613";0;NA
"1084";"Domitila Veum";"477-66-6896";2000-05-24;"7279-5083-6773-6103";1;"2006-08-07"
"1085";"Mitchell Ziemann";"107-63-2890";2003-08-02;"3961-6661-6347-6992";0;NA
"1086";"Fae Stroman";"840-69-8484";1997-10-08;"9324-7298-6850-7957";0;NA
"1087";"Joline Rohan";"380-42-6616";1997-11-27;"5020-6347-6194-6687";0;NA
"1088";"Ernest Schmidt";"718-48-2714";1998-10-26;"5188-3588-1847-8030";0;NA
"1089";"Clarita Jakubowski";"629-67-9921";1997-04-15;"1327-9162-9370-6534";0;NA
"1090";"Seymour Roberts";"954-55-4802";1990-02-01;"5503-4879-7371-1008";0;NA
"1091";"Denver McKenzie";"812-52-9051";1998-02-21;"8815-5268-7753-3005";0;NA
"1092";"Kathlene Schiller";"626-38-9068";2003-08-24;"5148-8956-6230-5233";0;NA
"1093";"Vida Von";"698-71-5246";1991-12-07;"6606-5838-1201-3483";0;NA
"1094";"Craig Herzog";"838-77-7102";1991-05-12;"8299-3800-4636-7685";0;NA
"1095";"Prince Prosacco";"921-47-1056";2003-12-10;"2965-9645-6501-1324";1;"2012-02-05"
"1096";"Luann Hauck";"619-89-6547";1993-11-25;"1225-6456-9030-6442";0;NA
"1097";"Dewey Parker";"248-99-4096";2003-08-21;"6007-9255-6341-2967";0;NA
"1098";"Sol Friesen";"923-85-5516";2000-10-14;"4445-9442-1809-4761";0;NA
"1099";"Lacie Corwin";"678-16-8398";1994-03-14;"7094-5517-6899-2412";0;NA
"1100";"Deshawn Corwin";"414-53-5818";2000-01-28;"3032-1934-3666-8899";0;NA
"1101";"Katrice Casper";"417-77-8443";2000-11-03;"3464-1844-9373-7057";0;NA
"1102";"Karan Connelly";"563-35-4791";1999-09-12;"1521-9111-1371-7686";1;"2006-03-26"
"1103";"Carletta Brown";"867-29-1102";1997-06-19;"8792-3110-9749-6212";0;NA
"1104";"Arlen Connelly";"155-69-6916";1993-04-16;"6061-9124-3999-6193";0;NA
"1105";"Carlton Hane";"106-97-9694";1991-08-20;"6972-8251-6341-5513";0;NA
"1106";"Ashlyn Morissette";"229-80-1513";1996-08-21;"1881-1841-5147-5985";0;NA
"1107";"Haywood Dare";"863-88-4910";1993-03-15;"9286-7097-6063-6440";0;NA
"1108";"Frederic Aufderhar";"441-51-3813";2001-09-30;"3856-3807-6905-4407";0;NA
"1109";"Buena Schulist";"806-81-6719";1992-10-05;"6103-3503-9024-8769";0;NA
"1110";"Pamelia Rowe";"508-49-8746";1994-05-09;"6054-4325-1011-5954";1;"2005-12-08"
"1111";"Merlin Rippin";"361-54-6218";2002-07-21;"4359-9305-4059-3248";1;"2006-09-28"
"1112";"Jan Blanda";"492-38-8659";1994-09-21;"4060-9813-8274-2181";1;"2016-07-15"
"1113";"Harriet Moen";"938-73-9542";1998-12-03;"8852-6475-2161-3126";0;NA
"1114";"Johnna Dibbert";"502-47-3525";2002-02-19;"7689-9018-3614-6877";1;"2004-03-16"
"1115";"Delmar Collins";"318-31-1673";2002-12-06;"8701-9507-8649-7040";0;NA
"1116";"Terrence Bins";"254-37-2899";2003-07-28;"5437-2919-5989-3251";0;NA
"1117";"Joslyn Schmeler";"315-48-3075";1994-05-16;"2135-5113-9384-5318";0;NA
"1118";"Erlene Yundt";"172-39-6120";1999-10-03;"3265-3217-5685-8053";1;"2004-05-28"
"1119";"Kenyetta Bartoletti";"893-47-9899";1994-09-08;"8124-9742-6160-3082";0;NA
"1120";"Etta Boyle";"414-85-8922";1993-01-11;"2544-4653-2367-7802";1;"2015-11-07"
"1121";"Michaela Auer";"424-58-5791";1996-08-09;"7765-1195-2180-1400";0;NA
"1122";"Genevieve Raynor";"829-47-7074";1995-12-28;"4429-3183-9799-1010";0;NA
"1123";"Vennie Kris";"802-52-3159";1991-03-31;"5295-5009-9752-1494";0;NA
"1124";"Ngoc Howell";"918-65-4476";2000-05-17;"1692-8403-7233-1235";1;"2011-09-01"
"1125";"Loree Haley";"927-25-6220";1992-05-18;"7287-3017-3773-3167";0;NA
"1126";"Willian Treutel";"169-37-7988";2001-03-12;"4412-5113-6586-8234";1;"2004-02-11"
"1127";"Samantha Carroll";"714-72-4057";1997-01-01;"3583-7265-6383-5522";1;"2013-11-11"
"1128";"Frankie Reynolds";"284-25-2430";1991-11-06;"9573-8526-7383-8502";0;NA
"1129";"Joel Lehner";"999-48-3813";1990-04-07;"8764-6624-8795-8459";0;NA
"1130";"Margot Crooks";"416-44-5538";2003-04-14;"1064-9355-3066-2339";0;NA
"1131";"Christena Hermiston";"809-71-2651";1998-06-02;"1098-2642-1335-9968";0;NA
"1132";"Myrtis Quitzon";"724-83-9742";1995-11-20;"8401-9849-6018-1174";0;NA
"1133";"Roseline Sporer";"783-51-8612";1995-08-01;"1888-1887-3841-8095";1;"2007-12-09"
"1134";"Marta Mante";"648-94-2746";2003-04-03;"4498-5593-2456-8234";1;"2007-01-30"
"1135";"Claude Nitzsche";"520-92-5664";2003-06-11;"7529-1434-1726-3469";1;"2018-11-21"
"1136";"Antonio Bruen";"943-16-4912";1991-11-10;"3308-3753-5802-7594";0;NA
"1137";"Tamica Ullrich";"858-53-7118";1999-08-28;"1870-3162-8746-1946";1;"2007-04-03"
"1138";"Leana Rutherford";"487-60-2186";1990-05-23;"7702-2585-5582-1561";0;NA
"1139";"Blake Kautzer";"926-82-2319";1992-10-07;"6225-9512-5836-2318";0;NA
"1140";"Bea Wolff";"357-47-9938";1993-11-29;"7611-5091-1279-4320";1;"2014-05-12"
"1141";"Ozie Murazik";"981-65-7966";1991-10-10;"6674-3599-7234-8698";0;NA
"1142";"Raelene Carter";"911-35-6336";1990-12-07;"3494-5976-2768-2099";0;NA
"1143";"Dewitt Russel";"629-50-8024";1995-10-02;"3694-8870-7730-2457";0;NA
"1144";"Waldo Little";"874-27-9725";2001-09-27;"1172-7070-5121-5555";0;NA
"1145";"Angel Wilkinson";"904-11-2826";1999-05-28;"3799-4380-4138-9366";1;"2007-09-11"
"1146";"Stephanie Wilderman";"236-31-7509";2000-09-02;"8775-7103-4724-3066";0;NA
"1147";"Lesley Hammes";"979-68-1475";2000-03-02;"2735-7267-2602-5280";0;NA
"1148";"Jimmie King";"271-18-5836";1990-05-30;"6722-1652-1004-3063";1;"2009-07-23"
"1149";"Dana Pfannerstill";"354-56-4196";1996-07-11;"7690-7239-5433-4298";0;NA
"1150";"Jacqulyn Emmerich";"167-68-6891";2002-11-03;"8722-9142-9853-9048";1;"2011-03-31"
"1151";"Cammie Leannon";"658-94-1024";1992-11-13;"7091-2333-5020-2684";0;NA
"1152";"Alfonzo O'Connell";"309-71-3653";2001-07-01;"8690-4851-4854-8528";0;NA
"1153";"Valentine Balistreri";"878-45-7195";2002-01-17;"2528-3933-8044-3327";1;"2014-10-03"
"1154";"Laquanda Hessel";"369-76-9440";2003-04-22;"4919-2633-4695-2567";0;NA
"1155";"Horace Spencer";"698-27-1127";2000-07-24;"6501-9731-9858-8467";0;NA
"1156";"Tamara Greenfelder";"250-36-1521";2001-07-11;"2854-7196-9175-9932";0;NA
"1157";"Precious Kulas";"468-83-7379";1994-04-15;"3394-3642-8927-1999";0;NA
"1158";"Alysia Eichmann";"799-16-4617";1998-11-30;"3188-3820-3752-1400";0;NA
"1159";"Muriel Yost";"152-62-3996";1996-07-05;"3268-6404-4098-9531";0;NA
"1160";"Kaye Jacobson";"260-49-4119";1991-02-28;"9208-4695-7541-3083";0;NA
"1161";"Joaquin McClure";"555-76-7558";2000-05-14;"9646-3546-1727-1683";0;NA
"1162";"Kassandra O'Keefe";"413-45-7340";1995-01-04;"6715-7288-5735-3227";1;"2020-03-01"
"1163";"Linwood Pacocha";"731-89-4976";1994-05-12;"8716-9208-5769-8827";0;NA
"1164";"Paz Littel";"478-74-9579";1996-09-10;"5567-8834-8959-2851";1;"2013-01-03"
"1165";"Sharla Padberg";"470-53-7729";2001-09-26;"9807-9827-4601-3242";0;NA
"1166";"Charlsie Price";"966-18-3981";1991-09-24;"2901-4509-6211-4986";0;NA
"1167";"Terry Christiansen";"315-95-8208";1999-08-24;"7359-4687-1042-6650";0;NA
"1168";"Ed Kuhic";"121-43-1124";2003-03-29;"1109-4357-9162-1819";1;"2014-11-06"
"1169";"Lisandra Hettinger";"964-17-9066";2000-09-06;"4889-8163-8090-3112";0;NA
"1170";"Hien Bahringer";"443-12-9269";1996-05-13;"8634-7059-1085-4157";1;"2012-11-30"
"1171";"Luis Wiegand";"524-23-1411";2003-03-27;"7679-1329-1455-5714";0;NA
"1172";"Caleb Strosin";"870-60-5192";1992-04-08;"5061-2369-3766-2216";1;"2006-03-25"
"1173";"Robbyn Rosenbaum";"996-29-9826";1994-12-23;"3872-5719-2108-4037";1;"2011-05-25"
"1174";"Trenton Johnson";"971-26-3413";2003-09-25;"7376-5233-2496-2208";0;NA
"1175";"Barton Thiel";"161-48-1792";1998-06-30;"8944-7836-9328-9222";0;NA
"1176";"Dan VonRueden";"628-62-8313";1994-07-29;"3512-4426-8882-6450";0;NA
"1177";"Maple Mohr";"228-93-2712";1991-05-24;"9832-6326-1910-4394";0;NA
"1178";"Ryan Barton";"996-13-3222";1991-07-03;"1479-4976-4063-4798";0;NA
"1179";"Alonso Frami";"413-15-6668";1995-09-14;"1782-2336-8411-8916";1;"2010-01-30"
"1180";"Mozella Eichmann";"381-77-3978";1994-01-29;"9754-1596-4581-6267";1;"2018-04-13"
"1181";"Hosea Reynolds";"651-59-4522";2000-04-10;"5956-3234-1336-2219";0;NA
"1182";"Cory Powlowski";"647-19-9044";2000-09-10;"8176-6420-4505-9606";0;NA
"1183";"Ima Hills";"511-77-4500";1994-10-09;"3042-9718-2367-6876";1;"2015-11-27"
"1184";"Ula Champlin";"528-46-3656";2003-01-28;"9133-4937-8629-7718";0;NA
"1185";"Latoria Quigley";"448-87-6638";1997-03-30;"5261-8169-5309-8760";0;NA
"1186";"Romelia Hirthe";"462-65-2874";1993-07-26;"9011-8125-9670-6090";0;NA
"1187";"Antionette Nienow";"497-75-9349";1997-07-10;"4860-4351-6596-2888";1;"2008-04-27"
"1188";"Giovanni Collins";"616-48-5911";2002-02-01;"8439-6107-1191-7630";1;"2004-10-17"
"1189";"Doloris Ondricka";"571-91-5274";2001-12-26;"2827-4599-6341-8356";1;"2008-02-12"
"1190";"Mee Wunsch";"848-43-9627";1993-10-31;"9524-2746-4618-5982";0;NA
"1191";"Darrin Stokes";"412-49-4741";1999-12-03;"4927-3653-3837-3085";0;NA
"1192";"Max Fisher";"201-98-6125";1992-12-24;"4291-5293-8962-8989";0;NA
"1193";"Danyelle Lang";"409-98-5843";2001-09-11;"2822-5409-5489-8581";0;NA
"1194";"Mel Wiza";"757-78-4301";1999-09-04;"2258-6484-3296-1008";0;NA
"1195";"Ross Lebsack";"246-95-4649";1991-11-09;"9569-4207-7229-1044";0;NA
"1196";"Donald VonRueden";"354-63-5622";2000-03-23;"3423-4148-2534-4866";0;NA
"1197";"Lan Dooley";"414-15-2746";1995-12-19;"3448-5714-2060-3079";0;NA
"1198";"Bradford Halvorson";"294-45-4003";1994-12-20;"5989-3953-2166-5973";1;"2007-01-04"
"1199";"Sol Kunde";"122-32-4974";1998-01-05;"8677-6441-6212-1437";0;NA
"1200";"Faustina Howell";"674-15-9131";1997-04-03;"7387-4960-2516-2419";0;NA
"1201";"Mechelle Wilkinson";"149-10-2973";1999-11-08;"1793-3689-5900-3359";0;NA
"1202";"Lee Kunde";"719-41-9261";1996-07-04;"1591-1674-9223-4081";0;NA
"1203";"Man Schiller";"445-21-1393";2002-06-05;"7595-9122-4397-2490";1;"2010-03-18"
"1204";"Cliff Schumm";"932-28-8158";1997-06-07;"9434-2123-1841-9776";1;"2011-01-01"
"1205";"Akiko Davis";"481-77-5959";1993-10-28;"5146-2637-6101-1421";0;NA
"1206";"Carina Stiedemann";"292-62-4469";1997-09-18;"6420-7771-9885-9664";1;"2015-03-13"
"1207";"Isaac Von";"853-97-2237";1999-11-09;"8755-6383-5912-5214";1;"2014-05-17"
"1208";"Nickolas Beer";"593-97-7633";1999-09-28;"7838-7774-3761-7268";0;NA
"1209";"Peggie Block";"584-54-3948";1995-02-16;"1332-9463-1413-3125";0;NA
"1210";"Mariano Gottlieb";"669-13-7912";2002-09-24;"3288-9077-3095-4388";1;"2014-09-28"
"1211";"Lawrence Nicolas";"867-70-9000";1995-08-21;"4747-2828-2244-6321";1;"2006-04-03"
"1212";"Francisco Schmeler";"903-57-7007";1990-10-04;"2417-1737-7612-4074";0;NA
"1213";"Ariel Wuckert";"376-47-5683";2003-08-20;"5859-1296-2795-1499";1;"2006-04-20"
"1214";"Chandra Weimann";"604-29-2381";1995-10-19;"9266-1544-7486-3672";0;NA
"1215";"Betsy Vandervort";"126-81-2357";1999-01-26;"1898-2636-4712-9018";0;NA
"1216";"Domingo Friesen";"106-77-9292";2002-10-16;"2810-5172-4898-4223";0;NA
"1217";"Robby Moore";"572-74-4909";2001-01-27;"3320-1607-1650-3000";0;NA
"1218";"Sherise Hackett";"512-73-2808";1994-04-21;"5595-9393-1083-1140";0;NA
"1219";"Lilla Rogahn";"295-13-3991";2000-11-02;"8213-9254-6628-4554";0;NA
"1220";"Felicita Mraz";"851-38-9003";1995-10-22;"8150-9611-9280-1589";0;NA
"1221";"Sebastian Schowalter";"272-49-8160";1991-02-06;"3878-3804-6937-3518";0;NA
"1222";"Mariel Collier";"885-76-4490";2000-04-24;"4891-3932-9053-1160";0;NA
"1223";"Daisy Dach";"835-17-3269";1998-10-06;"1086-4439-5591-5362";0;NA
"1224";"Felix Bradtke";"718-78-1405";2001-02-11;"5580-1666-5764-6673";0;NA
"1225";"Reggie Gislason";"996-45-6439";2000-07-22;"9320-3112-4655-9956";0;NA
"1226";"Osvaldo Morar";"646-16-4644";1992-04-07;"4880-1030-3818-3145";0;NA
"1227";"Heriberto Jones";"974-38-8386";1998-03-14;"3662-2913-5930-9967";0;NA
"1228";"Maurice Swaniawski";"500-65-2003";2003-12-23;"3317-7142-5402-3797";0;NA
"1229";"Marco Turner";"664-31-2993";2002-03-16;"9092-1517-8957-6629";0;NA
"1230";"Rodger Roberts";"151-52-7979";2000-11-17;"7621-1568-1159-6172";0;NA
"1231";"Alvin Bergnaum";"540-77-3841";1996-03-03;"5740-9590-2996-4855";0;NA
"1232";"Calandra Runte";"452-34-2340";1995-10-09;"2434-5362-4819-1107";0;NA
"1233";"Elton Goldner";"104-62-8135";1993-01-04;"6431-2607-2044-5369";0;NA
"1234";"Brandon Reinger";"380-94-6000";1997-08-19;"8666-9558-5589-3505";0;NA
"1235";"Dionna Boyer";"149-54-7463";2002-01-22;"2201-3973-2160-6973";1;"2013-11-28"
"1236";"Michiko VonRueden";"621-64-8140";1992-01-03;"4276-3706-3770-2127";0;NA
"1237";"Emmy Herzog";"967-15-1113";1998-04-02;"6972-6099-9469-2999";0;NA
"1238";"Sheba Stark";"459-65-6561";2000-02-28;"5222-5544-8385-7488";1;"2015-04-14"
"1239";"Mirtha Mann";"810-59-8235";1996-10-30;"4306-5656-3014-8142";0;NA
"1240";"Elton Boehm";"652-80-4039";2003-08-09;"2618-1603-9380-1447";1;"2011-01-15"
"1241";"Marylee Dickens";"570-73-8992";1991-03-02;"7542-8717-3465-7218";1;"2009-03-17"
"1242";"Milton Schuppe";"592-90-1097";1999-10-31;"3208-6891-4660-7152";1;"2010-05-07"
"1243";"Scott Carroll";"863-36-3896";1999-11-03;"1393-5385-4951-2624";0;NA
"1244";"Fonda Huel";"791-12-3913";1996-02-08;"5217-2326-7045-3422";1;"2004-01-29"
"1245";"Josefine Anderson";"184-30-9677";1999-01-05;"3185-7044-5308-7184";0;NA
"1246";"Benita Streich";"185-61-5922";2001-02-05;"9642-6324-2104-3104";0;NA
"1247";"Jed Reichel";"308-10-1839";1992-05-12;"8921-8806-7072-2237";0;NA
"1248";"Filiberto Hegmann";"354-87-1120";1999-07-21;"1058-6082-6274-8144";0;NA
"1249";"Cristal Kling";"302-69-8981";2003-01-03;"2723-7109-6857-6339";0;NA
"1250";"Richard Rogahn";"946-13-8438";2000-08-14;"4596-7093-2037-5806";1;"2018-10-03"
"1251";"Laverne Walter";"791-53-7889";1997-11-29;"9010-3070-7553-4804";1;"2015-09-24"
"1252";"Lindsey Osinski";"531-45-1469";1990-03-06;"3807-6952-6960-9133";1;"2015-09-10"
"1253";"Elfreda Walter";"225-26-7892";2002-03-05;"4055-1086-9475-4536";0;NA
"1254";"Edison Cole";"678-90-8424";2002-02-08;"8556-4502-1773-6903";1;"2007-06-07"
"1255";"Sachiko Reichert";"884-47-1052";1999-11-28;"7218-3478-3599-2158";1;"2017-09-10"
"1256";"Keisha Frami";"288-92-8006";1995-12-06;"9603-1590-6795-7968";0;NA
"1257";"Stephani Rodriguez";"363-83-5798";1990-07-26;"4296-4285-6744-7959";0;NA
"1258";"Abbey Gleichner";"333-50-5120";1994-02-23;"3117-6151-8778-1631";1;"2005-10-24"
"1259";"Micaela Rath";"409-25-9009";2003-01-07;"4895-8301-6888-9901";1;"2014-08-20"
"1260";"Nickolas Bashirian";"734-49-6460";1995-10-24;"1697-5361-7458-5007";0;NA
"1261";"Jarrod Smitham";"919-89-3096";1999-03-03;"9626-2650-7057-3099";0;NA
"1262";"Nathan Murray";"398-39-9950";2002-02-16;"2222-8971-3624-6548";1;"2007-06-04"
"1263";"Mitchell Moen";"976-61-3831";1996-05-19;"7103-3356-5073-7589";0;NA
"1264";"Rebbecca Herzog";"790-44-1715";1997-02-05;"7212-7629-1886-9336";0;NA
"1265";"Valentine Reichel";"305-57-1853";1997-03-25;"2947-9201-5143-3528";0;NA
"1266";"Jeffery Waelchi";"496-11-9495";1991-03-06;"7365-7076-4270-8929";0;NA
"1267";"Alesia Volkman";"346-96-6538";1997-04-23;"9213-7604-1952-9315";1;"2004-08-09"
"1268";"Elijah Lynch";"751-79-4751";1995-11-16;"1046-6163-1248-4096";0;NA
"1269";"Nelle Wiza";"656-49-8975";1996-11-05;"1388-5333-1215-1338";0;NA
"1270";"Hilario Beahan";"378-25-1225";1990-09-14;"3684-4575-6242-1288";1;"2005-04-23"
"1271";"Damian Lesch";"451-64-8818";1993-04-12;"7631-4894-3530-7291";0;NA
"1272";"Jerri Bernier";"381-70-6607";2000-08-28;"8888-5480-8414-8700";0;NA
"1273";"Leonard Little";"677-30-1509";1998-11-10;"4118-5606-9489-7342";0;NA
